rank,author,outlier_score,likes,comments,total_engagement,hook_type,topic,angle,structure,first_line,hook_150,full_text,url
85,Codie A. Sanchez,0.5,625,228,879,Contrarian,Philanthropy / Cause,Challenging Convention,Hook -> List -> Insight,Build your business so it’s sellable… and you’ll never be forced to sell.,Build your business so it’s sellable… and you’ll never be forced to sell.  Here's the map for a business that runs without you (& attracts serious buy,"Build your business so it’s sellable… and you’ll never be forced to sell.

Here's the map for a business that runs without you (& attracts serious buyers):

Most people run their business until they're miserable. And then try to sell.

Don't be most people.

First step…

Your goals and objectives will tell you what you want out of the sale.

""Codie, my goal is to sell for as much as possible. Duh.”

Which is sort of true…

But what you’re really after is making a lot of money without having to stay at your company until you die.

Which is where a goals matrix comes in:

1. Money: What’s your minimum price
2. Timeline: When do you want out
3. Team: How do they win
4. Transition: How long you stay after sale
5. Legacy: Who you'll sell to

These set the guardrails for your sale.

Next, figure the value of your business.

We teach these 10 markers to Contrarian Community students valuing businesses to buy. From the sellers' side of this coin, you can improve these 10 things to manually increase the value of your business.

Now, the game is figuring out how to bridge the gap between:

1. How much you want to sell your biz for
2. How much it’s actually worth

One way to bridge this gap comes down to who's buying.

In any sale, there are two types of buyers who'll look at your biz:

• Financial buyers (want cash flow)
• Strategic buyers (want your secret sauce)

Now we find out who will help you sell. How much you'll sell for determines who you work with:

• Over $10M = M&A advisor
• Under $10M = Business broker
• Under $100k = direct listing on BizScout (disclosure, I own)

To make your biz as sexy as possible for potential buyers, create a business plan that answers these questions:

• Who are your customers?
• What unique solution do you offer?
• Why now, and why is this deal an absolute no-brainer?

The goal is to sell the dream to the buyer.

Keep in mind that institutional investors & strategic buyers see 2000+ deals a year. To make your story stand out, talk about:

• Why you've been successful
• Why it's going to continue to grow and be even more successful under them.

And when you've finally made it to due diligence, remember two things:

1. Don't take your eye off the business
2. Let your broker handle the buyers’ questions

Your job is keeping the momentum going, not getting distracted by the sale.

And last but not least, understand that this process takes time. You should expect:

• 1-2 months prepping to sell
• 2-3 months marketing the business
• 3-6 months closing the deal
• 1-3 months transition period

The bigger your business, the longer they'll want you around.

↓↓↓

DON'T want to sell (yet) but DO want to get serious about growth? 

I’m running a workshop next week just for people like you. 

We’ll break down the 4 levers every business can pull to bring more cash into your biz.

Sign up here: https://lnkd.in/gSfvX_AF",https://www.linkedin.com/posts/codiesanchez_build-your-business-so-its-sellable-and-activity-7415394036225826816-rq-l?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAEVV908BPUlPbdlwuoGi_61AFXdkeIH51OY
86,Codie A. Sanchez,0.5,596,257,865,Teacher,Finance / Money,Direct Advice,Hook -> List -> Insight,There are 2 ways to buy a business.,There are 2 ways to buy a business.  But 1 makes you more money…  First way: Spray & Pray  • I’m open to anything • I don’t really have a strategy • M,"There are 2 ways to buy a business.

But 1 makes you more money…

First way: Spray & Pray

• I’m open to anything
• I don’t really have a strategy
• Maybe I’ll invest a small amount into a lot of things and hope one hits…

Second way: Jet Stream

• I want to buy the ONE business that’s RIGHT for me
• I know how much money I need the business to make me
• I have an idea of how to finance it
• I know how much time I want to spend in the business every week

↓↓↓

This “Jet Stream method” is also called a Deal Box.

If you want to get serious about buying a business, then…

1. Your Deal Box is your new best friend.

2. You can learn more about how to build a deal box (and the rest of the business-buying process) at our Main Street Millionaire Live event next month. It’ll be online, 3 days total, and I will teach you everything I know about business buying. 

You can grab your spot right here: https://lnkd.in/gf6hPHdF",https://www.linkedin.com/posts/codiesanchez_there-are-2-ways-to-buy-a-business-but-activity-7421552271043346432-oOtD?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAEpL_c4Bg9eunimDzYTl-fGDJEG9oOc_G3o
87,Codie A. Sanchez,0.4,641,169,841,Teacher,Finance / Money,Practical Framework,Hook -> List -> Insight,Want to buy a business in 2026? Start now.,"Want to buy a business in 2026? Start now.  Here’s your plan:  Let’s say you start trying to buy a business today, and you close on one next week. I g","Want to buy a business in 2026? Start now.

Here’s your plan:

Let’s say you start trying to buy a business today, and you close on one next week. I guarantee that deal will make your life 10x worse.

Lots of folks lose money fast because they try to expedite one of these steps.

It’s good to move fast, but it’s better to be intentional and methodical.

Only fools rush in.

You’re no fool (right?).

So use what I call the 3-6-12 framework:

1/ At least 3 months to learn about deal-making:

- The terms. The financials. The roles, responsibilities, and tactics.
• Business-buying is a language. Maybe you know a few words. But you need to be fluent.
• There’s no such thing as a perfect business. Only a perfect business FOR YOU. Figure out exactly what that business looks like before you start looking for it.

2/ At least 6 months to work toward sourcing, negotiating, and securing a deal:

- You could look at 50 business before you submit an LOI for one.
• You could submit 25 LOIs before one is accepted.
• You could perform 10 rounds of due diligence before you find The One.

3/ At least 12 months post-purchase to fully acclimate to the ins and outs of a business:

- The crazy thing about buying a business is… You then own a business.
• Like it or not, it typically takes an entire year to fully integrate yourself and understand it inside out.

Ever heard that Warren Buffett saying?

“You can't produce a baby in 1 month by getting nine women pregnant.”

You CAN have the business you want.

But smart investments take time.

↓↓↓

This was the 60 second version of something that took me decades to learn. 

If you want the 90 minute version, come to my Masterclass next week. 

The topic? How to buy the perfect business for you in 2026. 

Grab your ticket here: https://lnkd.in/g3V6NrTZ",https://www.linkedin.com/posts/codiesanchez_want-to-buy-a-business-in-2026-start-now-activity-7418291017080131584-jIi6?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAF0xL_oByCbKvMWnw2gqp5d9JJD_HZczzDg
88,Codie A. Sanchez,0.4,563,234,815,Magician,Leadership,Pattern Interrupt,Hook -> List -> Insight,Want to start a business? Buying one instead is often more reliable.,Want to start a business? Buying one instead is often more reliable.  But it's easy to mess up... 7 rules for buying your first biz:  ↓↓↓  FYI…This ad,"Want to start a business? Buying one instead is often more reliable.

But it's easy to mess up... 7 rules for buying your first biz:

↓↓↓

FYI…This advice only scratches the surface.

If you want to start learning more about business-buying… come to my Main Street Millionaire Live event next month. 

What is it?

- A 3 day event diving deep into all your biz-buying questions
- It’ll be beginner-friendly
- And 100% remote

Save your spot here today → https://lnkd.in/gf6hPHdF",https://www.linkedin.com/posts/codiesanchez_7-rules-for-buying-your-first-biz-activity-7422277430930882560-FBPX?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAEpL_c4Bg9eunimDzYTl-fGDJEG9oOc_G3o
89,Codie A. Sanchez,0.4,564,202,798,Magician,Leadership,Data-Driven Revelation,Observation -> Question,3 tips for scaling a business from $1:,3 tips for scaling a business from $1:    ↓↓↓  But what if you're trying to scale past $1M?  A 2-minute social media post isn't going to give you the ,"3 tips for scaling a business from $1: 


↓↓↓

But what if you're trying to scale past $1M?

A 2-minute social media post isn't going to give you the clarity and freedom you're craving with your business.

That's why I'm running a free workshop tomorrow. The topic? How to pull strategic levels in your biz to find hidden cash. 

Not for everyone, but if it sounds interesting, grab your spot here: https://lnkd.in/gSfvX_AF",https://www.linkedin.com/posts/codiesanchez_scaling-from-1-activity-7416841511205621761-2z_m?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAF0xL_oByCbKvMWnw2gqp5d9JJD_HZczzDg
90,Codie A. Sanchez,0.4,567,133,713,Magician,Motherhood / Family,Data-Driven Revelation,Hook -> List -> Insight,35 lessons from selling three businesses before I turned 35:,35 lessons from selling three businesses before I turned 35:  1. Your first business will likely fail.  2. All your money gets made after that.  3. Mo,"35 lessons from selling three businesses before I turned 35:

1. Your first business will likely fail.

2. All your money gets made after that.

3. Most people give up too fast.

4. You'll outgrow almost everyone.

5. If you get distracted, you'll get beaten.

6. It will not happen between the hours of 9 and 5.

7. Late nights, early mornings, repeat.

8. Emotions can be cancer.

9. If you think you should fire them, do it.

10. Not in writing? Didn't happen.

11. Never be embarrassed for not knowing.

12. Bigger the problem, bigger the $$.

13. No one ever charges enough to start.

14. Your favorite words have 3 letters: CPA, COG, CAC, P&L

15. Be selfish with your f*cks.

16. Protect your energy, it's real.

17. Someone will steal from you.

18. Sales beats everything.

19. If they're not better than you at something, they're not for you.

20. You want it, cross it off the to-do list.

21. Everyone lies and they believe themselves.

22. Be your own motivational speech.

23. It's gonna suck... often.

24. Yet you'll wish you could do it again.

25. You won't win if you're not obsessed.

26. Balance is seasonal.

27. Ignore talk, believe skin in the game.

28. Leave money for a rainy day.

29. You can't eat net worth, cash is king.

30. Don't swerve in too many lanes, you get hit.

31. Work like a lion, not a cow.

32. Who... not how. Always.

33. You're one person away from your win.

34. Dream so big you outdream others.

35. You'll only regret not starting earlier.

↓↓↓

I'm condensing all these lessons (and many more) into a 3 day live event this week. 

If you've ever been curious about buying a business, this is your event. 

More info here: https://lnkd.in/eEye_qd6",https://www.linkedin.com/posts/codiesanchez_35-lessons-from-selling-three-businesses-activity-7428921051126013952-I6xo?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAABZ7-HEBruCM6sZQ3V5BFFp4L-sCzx01HEI
91,Codie A. Sanchez,0.4,513,179,713,Teacher,Personal Development,Thought Leadership,Hook -> Insight -> Close,"I worry about the average American who owns no businesses, few stocks, sparse assets, and doesn't understand AI.","I worry about the average American who owns no businesses, few stocks, sparse assets, and doesn't understand AI.  We are in an asset ownership race.  ","I worry about the average American who owns no businesses, few stocks, sparse assets, and doesn't understand AI.

We are in an asset ownership race.

↓↓↓

If, like me, you want to do your part in building America back into a nation of owners…

I have something for you: 

Feb 20-22nd, I’m running a 3-day live event called Main Street Millionaire Live. 

The whole purpose is to help people like you gain confidence and learn everything you need to know about buying a business. 

I’ve helped 15,000 people become owners and would love you to join the list. 

More info here: https://lnkd.in/gf6hPHdF",https://www.linkedin.com/posts/codiesanchez_i-worry-about-the-average-american-who-owns-activity-7423002271551995905-Ve-_?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAABoBKrsBx3ozlVCrBn34fGmjwCmWu7INH6k
92,Codie A. Sanchez,0.4,475,176,681,Teacher,Motherhood / Family,Direct Advice,Hook -> List -> Insight,Only two kinds of business exist:,Only two kinds of business exist:  1. Ones that take your money (cash-suck) 2. Ones that make you money (cash-flow)  Here are 14 actions to turn any c,"Only two kinds of business exist:

1. Ones that take your money (cash-suck)
2. Ones that make you money (cash-flow)

Here are 14 actions to turn any cash-suck business into one that cash-flows:

First, what’s a cash-suck business?

• You provide service, then get paid
• You make money a few times a year
• You have one big client (if they leave, you're toast)

Compare that to a cash-flow business:

• You get paid, then provide service
• You make monthly recurring revenue
• You have lots of diverse clients

See how there’s a world of difference between the two?

Most businesses you buy will be cash-suck operations. Your goal in the first 90 days should be to turn that around.

I call it the Cash-Flow Boomerang Process.

Think of it as throwing out cash and having it fly back to you immediately:

1. Shorten your payment terms

Most businesses default to Net 30 payment terms because... that's what everyone else does.

Switch to Net 24 ( within 24 hours of completion). You can even go as far as taking 50% upfront.

First rule of business: don't work for free.

2. Get payment info from customers when they book

Have them sign a document that allows you to charge their card upon completion.

This one change removes the awkward ""Where's my money?"" conversation and speeds up your cash conversion cycle dramatically.

3. Offer discounts for cash payments

• You avoid credit card fees (often 3-5%)
• Customers love the discount
• You get money instantly

This is literally a win-win for both sides and puts cash in your account faster.

4. Diversify your client base

When 1 client represents 15%+ of your revenue, that's not a business. It's a hostage situation, and you're the hostage.

I've seen businesses collapse because they lost their ""whale client.""

Diversify, or accept that you're a glorified employee.

5. Create recurring revenue

For any product or service you offer, ask: ""Could this be a subscription?""

The answer is nearly always yes.

If you make most of your revenue from one season or event, your #1 priority should be creating year-round cash flow.

(For the rest of the list...go to the carousel!) 

Anyways, everybody knows most businesses fail within the first 5 years.

But how many realize 82% of those closures are due to cashflow issues?

That’s how important cash is.

You could be making money on paper while your bank account tells a different story.

The key to not becoming another statistic is simple, but not easy:

Don't run out of cash.

Revenue is vanity, profit is sanity, but cash is king.

Prioritize those metrics in that ascending order and you should be fine.

↓↓↓

P.S. If post made you rethink about what you’re doing in your business…

Come to my masterclass about finding hidden cash in your biz. 

It's happening next week (and it's free).

Grab your spot here: https://lnkd.in/gSfvX_AF",https://www.linkedin.com/posts/codiesanchez_cashflow-vs-cashsuck-activity-7416130795502772224-UgDI?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAF0xL_oByCbKvMWnw2gqp5d9JJD_HZczzDg
93,Codie A. Sanchez,0.3,442,186,649,Teacher,AI / Tech,Direct Advice,Hook -> List -> Insight,How to stay poor:,How to stay poor:  1. Never take risk.  2. Take risks you don’t understand.  Here’s how to minimize your risk when buying your first business:  There’,"How to stay poor:

1. Never take risk.

2. Take risks you don’t understand.

Here’s how to minimize your risk when buying your first business:

There’s no such thing as the right or wrong business.

There’s only the business that’s right or wrong for you.

That’s why I created the Contrarian Deal Clarity Framework.

You need to define 5 components:

1. Your Ideal Owner Experience

Saying “I want to leave my 9-5” is too wishy-washy.

To trade in your W2 form, your vision board needs to be specific on three things:

• Personal goals (do you want more family time or grind for yourself)
• Income goals (replace your $75k salary or build an empire)
• Business goals (be a hands-on operator or absentee owner)

2. Your Zone of Genius

Think of this as the intersection where these three elements overlap:

• Passion (what you love)
• Skills & Experience (what you’re good at)
• Network (who you know)

Most people ignore this and buy businesses they hate running in 6 months.

Don’t be most people.

3. Business Size

It’s easy to fantasize about buying a Fortune 500 company.

But we’re not playing the billionaire game here.

As a first-time time buyer, look for micro acquisitions:

• <$1M cost
• $50K-$200K profits
• 1-3X multiples

Less competition, more opportunity, fewer headaches.

4. Profit

It’s important to remember you’re not just buying a business for the sake of it.

Your acquisition MUST be an income stream that can cover:

1. Debt service
2. Operator salary (if relevant)
3. Growth/working capital
4. Your earnings

I use these two tests to evaluate if a deal is worth looking at:

The SOWS Test

Before I buy anything, I ask if the business is:

• Stale - Does the owner still use fax machines
• Old - Is it 5+ years old with repeat customers
• Weak - Does competition suck at marketing
• Simple - Can an 8-year-old could understand it

The more boxes it checks, the better.

The BRIT Test

Then I check to see if it’s BRIT:

• Buy - Must be a cashflow, not cash-suck businesses
• Resist - Recession-proof
• Increase - Can I raise prices (most owners undercharge by 30%)
• Tech - Can I add simple technology to improve it?
Which brings us to the last component of our Deal Box framework:

5. Industry

First, you have to realize certain industries have high failure rates and should not be your first business.

Think restaurants or hotels...

On the flip side, these are my favorite businesses for first-time buyers:

• Digital Businesses (build once, sell forever)
• Home Services (roof repair / lawn care)
• Professional Services (e.g CPAs)
• Real Estate Enhanced (laundromats/car washes)

Once you get clear on your Deal Box, decisions become clearer.

You stop wasting time on deals that don’t fit and get closer to buying your first biz.

If you want to learn more about business buying, you should come to my 3-Day live event this weekend: https://lnkd.in/g7mjjqYQ 

The whole event is designed to give you the tools & confidence to buy your first biz.",https://www.linkedin.com/posts/codiesanchez_how-to-stay-poor-1-never-take-risk-2-activity-7429906978535219200-qd4g?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAABZ7-HEBruCM6sZQ3V5BFFp4L-sCzx01HEI
94,Codie A. Sanchez,0.3,419,190,626,Teacher,Leadership,Thought Leadership,Hook -> Punch Line,Prediction:,"Prediction:   By 2030, every company will need to become a media company.   Here’s why:  ↓↓↓  P.S. If you want to learn more about how we think about ","Prediction: 

By 2030, every company will need to become a media company. 

Here’s why:

↓↓↓

P.S. If you want to learn more about how we think about distribution and how this flywheel works...

Check out our Boardroom (it's one of the many things we help business owners with): https://lnkd.in/gRvvBswZ",https://www.linkedin.com/posts/codiesanchez_prediction-by-2030-every-company-will-activity-7414313388056670208-jJVy?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAEVV908BPUlPbdlwuoGi_61AFXdkeIH51OY
95,Codie A. Sanchez,0.3,478,123,623,Teacher,Finance / Money,Practical Framework,Observation -> Question,"If you want to get rich, master negotiation.","If you want to get rich, master negotiation.  13 negotiation tips:  ↓↓↓  My favorite thing to negotiate? Seller financing…  Get my guide on that here ","If you want to get rich, master negotiation.

13 negotiation tips:

↓↓↓

My favorite thing to negotiate? Seller financing…

Get my guide on that here → https://lnkd.in/e9HaPZit",https://www.linkedin.com/posts/codiesanchez_if-you-want-to-get-rich-master-negotiation-activity-7423727034423668736-8TS-?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAABoBKrsBx3ozlVCrBn34fGmjwCmWu7INH6k
96,Codie A. Sanchez,0.2,320,132,463,Teacher,Career Growth,Direct Advice,Hook -> List -> Insight,How many candidates do you need to see to find A-Players?,"How many candidates do you need to see to find A-Players?   We hired 10 high-level people in 90 days:   50,000+ people viewed our jobs. 3,178 applied.","How many candidates do you need to see to find A-Players? 

We hired 10 high-level people in 90 days: 

50,000+ people viewed our jobs.
3,178 applied.
10 got hired.

That’s a 0.31% acceptance rate fyi. 

For every 1 hire, we reviewed 323 applications. 

Finding top talent is not glamorous. It’s mostly about saying no. Over and over.

What I have learned to find A Players: 

1. Take it seriously. Everything is a who problem past your first $1million, and the average CEO has no idea how much time the best CEO's spend on hiring. 10x more time.

2. Hire for attitude first, not skills. Easier to teach skills than change attitude.

3. Play the long game. The best people are usually already employed by someone else so reach out and form relationships before you’re even looking. 

4. For senior hires: it’s either a f*ck yes or a f*ck no - there’s no middle ground.

5. And a bonus one that Dave Ramsey taught me (also about senior hires): Always take them and their spouse out to dinner with yours. You’ll learn all you need to know.

Hiring is brutal. But when you get it right, it compounds faster than almost anything else you do.

Super pumped about the people we just brought on. They’re killers.",https://www.linkedin.com/posts/codiesanchez_how-many-candidates-do-you-need-to-see-to-activity-7425901357015949312-s_s0?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAABoBKrsBx3ozlVCrBn34fGmjwCmWu7INH6k
97,Codie A. Sanchez,0.2,347,88,440,Teacher,Personal Development,Personal Story,Hook -> Punch Line,My life changed when I understood this word:,"My life changed when I understood this word:   Ownership.  ↓ ↓ ↓  Want to learn more about how to become an owner the Contrarian Thinking way?  If so,","My life changed when I understood this word: 

Ownership.

↓ ↓ ↓

Want to learn more about how to become an owner the Contrarian Thinking way?

If so, you're in luck. 

Tomorrow, we're hosting our annual business buying mega event. 

It's 100% remote & designed to give you the tools & confidence to buy your first business.

Grab your ticket here before they sell out: https://lnkd.in/gf6hPHdF",https://www.linkedin.com/posts/codiesanchez_buying-my-first-business-activity-7430396716484554753-TNZH?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAABZ7-HEBruCM6sZQ3V5BFFp4L-sCzx01HEI
98,Codie A. Sanchez,0.2,252,97,355,Teacher,Business Strategy,Thought Leadership,Hook -> List -> Insight,One of my richest mentors told me… It only takes 3 days to change your life.,One of my richest mentors told me… It only takes 3 days to change your life.  A weekend well used is a jumpstart.  So I took that to heart. I bought m,"One of my richest mentors told me… It only takes 3 days to change your life.

A weekend well used is a jumpstart.

So I took that to heart. I bought my first business only using weekends and 5-9 outside my 9-5. I copied my homework for you…

I’ve spent months orchestrating a 3-day workshop where you leave with a business-buying playbook tailored to YOUR situation.

Here's the plan:

→ You will learn how to find right business for YOU using our Contrarian Deal Clarity Framework
→ How to find a business that’s ready to sell (using the 7 Ds of business selling)
→ Where to look on market & off market to find the most profitable deals
→ Live deal reviews so you can see how pros analyze financials
→ How to structure & negotiate a deal
→ Questions to ask to de-risk it
→ All 100% virtual

We’re also bringing in a ton of special guest speakers:

→ Vanessa Van Edwards 
(You’ll learn how to you say the right things, at the right time, in the right way)

→ Pace Morby 
(You’ll learn creative financing options so you don’t need to buy 100% cash)

→ Dean Graziosi
(You’ll learn from someone who has been involved in 13+ companies that have generated over 1 billion dollars in revenue)

This event is:

• Not really for you if you want to sit back and listen to people read powerpoint slides.
• Definitely for you if you're ready to make progress toward buying a business.

If you’ve read this far, you’re probably a fit.

So, if you want to experience this 3 day intensive bootcamp (February 20-22), grab your ticket here: https://lnkd.in/gf6hPHdF",https://www.linkedin.com/posts/codiesanchez_one-of-my-richest-mentors-told-me-it-only-activity-7430008236134633472-SK0z?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAABZ7-HEBruCM6sZQ3V5BFFp4L-sCzx01HEI
99,Codie A. Sanchez,0.2,220,67,294,Teacher,Leadership,Thought Leadership,Hook -> Punch Line,"""U.S workers are taking home the smallest share of the economic pie since the feds started collecting data in 1947,"" per CNBC.....""Just skip the latte.""","""U.S workers are taking home the smallest share of the economic pie since the feds started collecting data in 1947,"" per CNBC.....""Just skip the latte","""U.S workers are taking home the smallest share of the economic pie since the feds started collecting data in 1947,"" per CNBC.....""Just skip the latte.""",https://www.linkedin.com/posts/codiesanchez_us-workers-are-taking-home-the-smallest-activity-7428192361832243200-vniB?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAFhLF2wBwkJ_DbB-aWKA77KfD4J0nhoY02c
100,Codie A. Sanchez,0.1,180,68,253,Teacher,Finance / Money,Thought Leadership,Hook -> Punch Line,Finding a job has turned into a humiliation ritual. It should not be this way.,"Finding a job has turned into a humiliation ritual. It should not be this way.   We're hiring 30+ roles in finance, M&A, PE, former investment bankers","Finding a job has turned into a humiliation ritual. It should not be this way. 

We're hiring 30+ roles in finance, M&A, PE, former investment bankers, marketers, project managers, systems engineers... If you want to build something that matters with people who are building the future of main street, business advisory and investing. We have got you. 

Come build -> https://lnkd.in/eNPf9Gdr",https://www.linkedin.com/posts/codiesanchez_finding-a-job-has-turned-into-a-humiliation-activity-7426753797261283328-peBV?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAFhLF2wBwkJ_DbB-aWKA77KfD4J0nhoY02c
